4.394102e-01	9.010287e-01	0.000000e+00
2.609982e-30	1.615545e-15	1.000002e+00
6.671476e-01	0.000000e+00	7.451055e-01
1.011024e+00	1.839089e-07	4.345628e-02
7.283865e-04	1.001956e+00	4.204198e-03
8.322575e-01	4.093080e-01	3.870885e-01
1.006161e+00	6.585268e-05	3.143737e-05
8.032689e-01	2.129609e-01	5.567506e-01
9.444137e-01	1.765778e-01	2.878044e-01
4.547903e-01	7.961470e-01	4.068605e-01
7.340785e-01	6.804593e-01	2.661825e-02
5.691499e-01	8.264445e-01	1.993560e-02
9.679128e-01	9.564249e-02	2.358235e-01
7.486232e-01	5.349923e-01	4.030223e-01
1.716235e-01	9.796093e-01	1.189736e-01
4.205616e-02	7.931615e-01	6.147184e-01
3.519044e-01	3.224693e-01	8.820040e-01
6.022122e-01	6.199638e-01	5.063619e-01
2.867532e-01	1.935105e-01	9.393170e-01
5.625604e-02	2.108362e-01	9.774287e-01
6.836786e-01	6.756552e-01	2.829033e-01
6.899860e-01	6.796103e-01	2.529722e-01
3.596639e-01	9.305470e-01	8.825858e-02
4.787272e-01	3.411105e-01	8.126056e-01
7.668680e-01	2.421621e-02	6.430912e-01
1.148521e-02	1.110431e-01	9.943435e-01
4.558941e-01	7.019673e-01	5.487534e-01
1.924898e-01	8.356834e-01	5.252876e-01
9.071800e-01	8.730629e-02	4.195842e-01
8.333746e-01	5.401078e-01	1.516310e-01
9.105269e-01	2.619210e-02	4.203753e-01
5.384383e-01	4.512627e-01	7.126119e-01
1.049553e-01	5.367503e-01	8.408361e-01
6.040169e-01	3.916222e-01	6.991350e-01
6.570633e-02	6.422932e-01	7.674029e-01
7.614363e-01	1.337503e-01	6.359516e-01
9.819227e-01	2.018628e-01	6.089136e-02
5.671856e-01	1.005695e-01	8.215858e-01
3.562043e-01	6.568793e-01	6.666790e-01
3.898622e-01	9.926871e-02	9.158432e-01
5.609790e-01	7.882389e-01	2.625811e-01
2.484948e-01	7.260996e-01	6.452481e-01
3.187312e-01	4.636085e-02	9.509477e-01
7.478205e-01	6.209388e-01	2.386660e-01
6.839379e-01	7.247673e-01	9.990757e-02
9.092154e-01	2.565379e-01	3.327212e-01
6.008761e-01	3.598982e-01	7.189459e-01
2.329654e-01	3.150236e-01	9.205548e-01
2.014623e-01	2.206295e-01	9.547933e-01
2.881651e-01	9.553543e-01	7.504620e-02
6.811306e-01	6.369938e-01	3.636919e-01
3.673317e-01	9.265437e-01	9.329151e-02
2.190271e-01	9.532960e-01	2.151549e-01
4.856623e-01	7.957238e-01	4.045394e-01
7.061670e-01	1.883068e-02	7.111178e-01
4.861799e-01	5.104530e-01	7.156097e-01
6.265997e-01	4.349693e-01	6.508180e-01
2.403454e-02	3.849469e-01	9.244084e-01
8.409242e-01	3.824022e-01	3.846531e-01
7.925679e-01	5.778911e-01	1.995543e-01
8.380221e-01	5.310276e-01	1.426383e-01
7.085386e-01	3.396457e-01	6.210004e-01
3.624378e-01	8.547724e-01	3.742878e-01
8.134071e-01	3.331222e-01	4.869063e-01
8.790106e-01	1.096870e-01	4.743741e-01
5.938132e-01	3.472251e-01	7.265191e-01
2.255020e-01	9.734159e-01	8.639839e-02
3.026438e-02	9.817179e-01	2.015716e-01
3.532981e-01	8.212906e-01	4.583554e-01
4.606905e-02	9.898421e-01	1.432628e-01
5.279916e-01	8.418461e-01	1.442672e-01
7.600940e-01	4.582065e-01	4.626018e-01
7.654081e-01	6.531213e-01	1.280970e-02
8.398152e-01	5.085505e-01	2.008764e-01
1.015513e-01	9.401585e-01	3.275709e-01
2.159172e-01	7.897457e-01	5.779187e-01
9.154547e-01	2.697154e-01	3.001535e-01
4.813858e-01	3.320812e-01	8.144408e-01
6.173120e-01	2.860521e-01	7.333779e-01
6.312873e-02	9.216416e-02	9.950208e-01
4.030126e-01	3.895817e-01	8.295951e-01
1.021245e-01	2.707501e-02	9.966667e-01
1.267504e-01	7.460564e-01	6.587671e-01
4.021061e-01	5.378993e-01	7.576216e-01
6.353666e-01	4.740252e-01	6.114187e-01
2.044230e-01	9.720057e-01	1.282149e-01
7.776078e-02	9.155775e-01	3.957887e-01
6.611256e-01	7.025683e-01	2.658583e-01
5.498524e-01	3.660922e-02	8.393575e-01
5.361577e-01	8.308498e-02	8.443611e-01
3.207632e-01	5.502399e-01	7.745876e-01
3.058507e-01	2.812665e-01	9.122564e-01
9.781019e-02	8.031545e-01	5.966056e-01
5.784375e-01	4.108940e-01	7.049473e-01
8.108632e-01	5.766853e-01	1.126782e-01
2.247762e-01	1.515671e-01	9.643307e-01
1.148563e-01	8.238911e-01	5.643329e-01
7.552297e-01	4.497463e-01	4.812458e-01
7.665183e-02	6.266422e-01	7.764859e-01
1.323548e-01	7.772167e-01	6.227042e-01
8.053701e-01	4.670660e-01	3.700749e-01
6.705759e-02	8.967793e-01	4.413055e-01
3.088852e-02	3.514984e-01	9.362100e-01
4.173293e-01	3.113551e-01	8.555773e-01
1.948150e-01	8.774548e-01	4.422922e-01
5.479955e-01	2.925123e-02	8.393900e-01
4.853029e-01	1.483230e-01	8.663927e-01
3.204195e-01	5.594700e-01	7.699161e-01
3.320756e-01	8.990036e-01	2.946732e-01
5.397256e-01	8.126498e-01	2.263710e-01
4.670803e-01	6.810272e-01	5.716522e-01
5.021444e-01	3.241069e-01	8.172004e-01
5.529459e-01	8.300123e-01	8.928247e-02
7.228431e-01	1.348412e-01	6.830990e-01
2.046027e-01	3.839284e-01	9.017500e-01
5.855479e-01	8.073078e-01	8.502011e-02
1.616352e-01	7.750863e-01	6.111255e-01
9.200853e-01	2.827099e-01	2.759647e-01
2.045987e-01	9.730718e-01	1.207079e-01
3.632497e-01	7.987138e-01	4.859917e-01
2.169855e-01	9.656003e-01	1.462860e-01
5.226761e-01	4.911219e-01	7.041170e-01
4.146441e-01	4.803385e-01	7.747463e-01
7.310524e-01	6.110868e-01	3.302588e-01
3.335429e-01	4.998041e-01	8.026527e-01
3.648953e-01	8.599955e-01	3.657702e-01
5.832964e-01	9.484675e-02	8.099985e-01
4.410159e-01	7.419496e-01	5.158171e-01
2.134373e-01	6.595948e-01	7.237509e-01
1.392118e-01	5.285653e-02	9.907270e-01
3.479790e-01	8.558114e-01	3.862899e-01
6.255804e-01	6.091814e-01	4.903956e-01
7.269130e-01	6.527054e-02	6.847879e-01
2.603527e-01	2.562832e-01	9.348099e-01
4.977235e-02	9.879162e-01	1.702390e-01
7.287369e-01	6.782199e-01	9.734218e-02
3.004094e-01	7.056664e-02	9.522574e-01
4.636805e-01	3.293843e-01	8.261345e-01
8.629345e-01	5.011608e-01	7.266971e-02
4.422495e-01	8.984948e-01	1.693150e-02
7.908170e-01	7.406675e-02	6.127742e-01
2.683257e-01	9.616016e-01	7.684844e-02
3.885929e-01	8.080470e-01	4.485105e-01
6.102797e-01	5.580519e-02	7.910416e-01
2.714474e-01	1.167410e-01	9.586175e-01
2.833266e-01	9.393133e-01	2.045925e-01
9.543307e-01	2.585234e-01	1.604907e-01
9.558814e-01	2.953005e-02	2.984826e-01
6.664408e-01	5.271506e-01	5.276448e-01
3.935333e-01	9.196679e-01	8.792147e-03
8.554942e-01	5.128377e-01	1.268187e-01
1.608886e-01	9.862871e-01	4.992865e-02
2.775093e-01	3.481029e-01	8.980564e-01
1.164477e-01	4.138422e-01	9.062136e-01
9.198903e-01	2.246837e-01	3.268665e-01
2.630078e-01	9.254928e-01	2.753682e-01
5.326474e-01	8.205143e-01	2.311132e-01
1.547002e-01	8.943555e-01	4.211601e-01
4.098041e-01	5.993816e-01	7.000753e-01
5.759811e-01	4.853208e-01	6.648909e-01
6.620602e-01	5.042075e-01	5.578349e-01
1.252357e-01	8.906979e-01	4.380605e-01
4.484953e-01	7.440911e-01	4.984704e-01
1.107604e-02	2.356442e-01	9.731459e-01
1.987402e-01	8.526826e-01	4.882863e-01
7.665647e-01	9.854504e-03	6.466058e-01
5.495012e-02	9.687553e-01	2.516678e-01
6.016269e-03	9.586797e-01	2.934310e-01
8.738899e-01	2.063859e-01	4.461453e-01
4.376106e-01	8.929189e-01	1.364713e-01
1.281436e-01	7.542804e-01	6.450338e-01
5.778785e-01	4.710221e-01	6.690155e-01
4.116330e-01	7.732267e-01	4.839495e-01
4.779703e-01	3.570434e-01	8.046267e-01
6.848183e-01	1.543224e-01	7.144286e-01
6.298708e-01	6.150833e-01	4.779938e-01
4.689551e-02	9.996322e-01	1.783509e-02
4.963438e-01	8.365913e-01	2.335986e-01
9.366983e-01	4.880775e-02	3.518938e-01
7.874774e-01	4.815626e-01	3.910757e-01
5.811354e-01	3.980511e-01	7.132450e-01
4.038591e-01	5.402443e-01	7.466531e-01
9.229725e-01	2.007746e-01	3.413085e-01
1.447552e-01	9.673380e-01	2.206652e-01
3.827352e-01	3.579343e-01	8.529806e-01
9.210439e-01	3.764615e-01	1.239065e-01
4.077013e-01	6.395863e-01	6.631023e-01
9.952938e-01	1.048750e-01	4.940120e-02
3.040709e-01	7.299477e-01	6.158342e-01
1.132036e-01	9.576586e-01	2.765545e-01
2.556460e-01	1.419854e-01	9.590345e-01
8.996093e-01	1.580211e-01	4.110329e-01
5.789495e-01	6.535829e-01	4.894980e-01
5.235681e-02	5.989559e-01	8.056383e-01
5.564747e-01	3.151399e-02	8.312421e-01
5.122229e-01	1.141129e-01	8.548257e-01
