7.071094e-01	7.071072e-01	1.184530e-11	
1.142362e-15	1.142361e-15	1.000001e+00	
4.962907e-01	4.962761e-01	7.123508e-01	
1.522297e-01	1.522264e-01	9.765662e-01	
2.225827e-01	2.225807e-01	9.491737e-01	
5.095843e-01	5.095769e-01	6.933197e-01	
4.402045e-01	4.401652e-01	7.826822e-01	
3.738308e-01	3.737095e-01	8.492024e-01	
6.092319e-01	6.092276e-01	5.076293e-01	
6.632689e-02	6.632684e-02	9.955917e-01	
6.882941e-01	6.872873e-01	2.361731e-01	
4.515236e-01	4.515036e-01	7.696289e-01	
5.557907e-01	5.547387e-01	6.211234e-01	
2.853701e-01	2.853577e-01	9.149906e-01	
3.868617e-01	3.863597e-01	8.382905e-01	
1.365124e-01	1.365069e-01	9.812148e-01	
5.647849e-01	5.647622e-01	6.017592e-01	
2.496746e-01	2.494868e-01	9.361989e-01	
5.975929e-01	5.975913e-01	5.345766e-01	
6.936564e-01	6.936544e-01	1.941356e-01	
6.823394e-01	6.823287e-01	2.624527e-01	
6.667271e-01	6.666620e-01	3.334164e-01	
5.832342e-01	5.831271e-01	5.657802e-01	
1.691294e-01	1.691221e-01	9.710125e-01	
6.816073e-01	6.791939e-01	2.806215e-01	
2.343746e-02	2.343723e-02	9.994653e-01	
2.046576e-01	2.046572e-01	9.572012e-01	
5.170478e-02	5.170448e-02	9.973269e-01	
1.143704e-01	1.143658e-01	9.868606e-01	
7.899262e-02	7.899116e-02	9.937527e-01	
4.614945e-01	4.594554e-01	7.627356e-01	
6.278988e-01	6.278790e-01	4.599477e-01	
6.956420e-01	6.916856e-01	2.143334e-01	
1.021751e-01	1.021749e-01	9.895070e-01	
6.973361e-01	6.973354e-01	1.656743e-01	
2.335345e-01	2.335244e-01	9.439287e-01	
7.011581e-01	7.011552e-01	1.294767e-01	
4.292026e-01	4.291937e-01	7.947385e-01	
6.134113e-01	6.134075e-01	4.974596e-01	
4.535707e-02	4.535703e-02	9.979420e-01	
2.397513e-01	2.392764e-01	9.422776e-01	
6.483832e-01	6.483731e-01	3.990383e-01	
5.266389e-01	5.266380e-01	6.673126e-01	
5.441248e-01	5.440714e-01	6.387832e-01	
8.665266e-02	8.653471e-02	9.933689e-01	
5.173298e-01	5.171487e-01	6.825161e-01	
6.740180e-01	6.739439e-01	3.027330e-01	
3.467218e-01	3.465871e-01	8.718762e-01	
6.412534e-01	6.409039e-01	4.228061e-01	
5.481653e-01	5.481629e-01	6.316946e-01	
3.960026e-01	3.959876e-01	8.285071e-01	
6.336319e-01	6.336270e-01	4.438891e-01	
5.365948e-01	5.365945e-01	6.512576e-01	
6.736319e-01	6.724002e-01	3.107366e-01	
9.634639e-02	9.634087e-02	9.907213e-01	
6.222387e-01	6.219610e-01	4.759891e-01	
6.199335e-01	6.192823e-01	4.832832e-01	
2.701362e-01	2.701360e-01	9.241505e-01	
4.754516e-01	4.751853e-01	7.408765e-01	
3.038629e-01	3.035100e-01	9.039205e-01	
5.332970e-01	5.332909e-01	6.566661e-01	
3.535947e-01	3.535229e-01	8.662164e-01	
5.752727e-01	5.746386e-01	5.833513e-01	
2.701402e-01	2.701336e-01	9.241666e-01	
1.100940e-02	1.100881e-02	9.999239e-01	
3.287506e-01	3.285805e-01	8.861469e-01	
5.214182e-01	5.214058e-01	6.755145e-01	
4.080798e-01	4.080720e-01	8.166840e-01	
1.220577e-01	1.220526e-01	9.850173e-01	
5.793674e-01	5.788965e-01	5.746785e-01	
4.830049e-01	4.828248e-01	7.310491e-01	
7.036387e-01	7.036349e-01	9.898279e-02	
6.580400e-01	6.565084e-01	3.729795e-01	
3.372618e-01	3.370009e-01	8.795988e-01	
4.059244e-01	4.055438e-01	8.198627e-01	
4.176938e-01	4.176872e-01	8.069019e-01	
1.955560e-01	1.955557e-01	9.609986e-01	
3.587218e-01	3.585820e-01	8.621172e-01	
5.920648e-01	5.920626e-01	5.467413e-01	
3.930421e-01	3.926571e-01	8.324516e-01	
2.933674e-01	2.932054e-01	9.103156e-01	
3.642387e-01	3.641726e-01	8.572893e-01	
3.338565e-02	3.338564e-02	9.988855e-01	
2.597005e-01	2.596846e-01	9.301609e-01	
2.596960e-01	2.596899e-01	9.301622e-01	
1.794818e-01	1.794715e-01	9.673013e-01	
3.406136e-01	3.400020e-01	8.791488e-01	
7.062570e-01	7.062543e-01	4.913077e-02	
1.729341e-01	1.727323e-01	9.706842e-01	
6.382493e-01	6.328538e-01	4.508060e-01	
6.520920e-01	6.518026e-01	3.879578e-01	
7.069328e-01	7.069318e-01	2.225950e-02	
8.639992e-03	8.639982e-03	9.999261e-01	
4.675012e-01	4.675008e-01	7.502578e-01	
4.700887e-01	4.664722e-01	7.562165e-01	
6.396492e-01	6.396467e-01	4.262698e-01	
6.605588e-01	6.605526e-01	3.568554e-01	
2.044450e-01	2.040535e-01	9.590128e-01	
6.684217e-01	6.638273e-01	3.522515e-01	
3.175910e-01	3.172016e-01	8.947620e-01	
